MERC,XOM,BHP,ORCL,WMT,PEP,V,LVS,CI,COP,URI,TMUS,MRO,SLB,AVGO,CHV,MMM,MSFT,META,BOE
$16.01 ,$85.25 ,$62.12 ,$73.40 ,$152.99 ,$171.71 ,$213.13 ,$35.43 ,$246.78 ,$95.52 ,$316.52 ,$123.14 ,$24.92 ,$39.01 ,$554.39 ,$156.67 ,$144.22 ,$277.52 ,$200.47 ,$148.84 
$16.31 ,$87.20 ,$63.16 ,$76.14 ,$156.21 ,$177.50 ,$220.66 ,$35.68 ,$254.24 ,$97.55 ,$318.50 ,$132.29 ,$25.46 ,$40.11 ,$578.94 ,$161.79 ,$147.14 ,$289.63 ,$205.73 ,$154.22 
$15.79 ,$84.64 ,$62.30 ,$74.76 ,$154.24 ,$174.85 ,$214.11 ,$34.84 ,$250.77 ,$93.06 ,$309.62 ,$129.84 ,$24.66 ,$39.95 ,$559.54 ,$156.24 ,$144.21 ,$283.22 ,$174.95 ,$154.46 
$15.56 ,$82.29 ,$59.58 ,$74.51 ,$155.30 ,$173.30 ,$201.10 ,$34.75 ,$252.60 ,$91.32 ,$302.26 ,$124.96 ,$24.08 ,$39.54 ,$560.07 ,$156.53 ,$144.22 ,$270.22 ,$180.95 ,$167.04 
$16.07 ,$82.26 ,$61.11 ,$76.98 ,$156.94 ,$173.74 ,$209.95 ,$36.29 ,$254.36 ,$91.66 ,$313.28 ,$128.81 ,$24.14 ,$38.69 ,$587.88 ,$157.49 ,$148.60 ,$280.72 ,$186.99 ,$175.91 
$15.91 ,$85.13 ,$63.05 ,$76.21 ,$156.86 ,$172.15 ,$208.17 ,$36.40 ,$255.06 ,$96.01 ,$314.67 ,$128.63 ,$25 ,$41.65 ,$586.95 ,$160.95 ,$149.17 ,$274.03 ,$184.11 ,$176.92 
$16.63 ,$87.03 ,$66.27 ,$79.48 ,$159.87 ,$174.84 ,$216.45 ,$37.21 ,$264.61 ,$98.67 ,$337.72 ,$132.10 ,$26.09 ,$40.65 ,$592.73 ,$164.58 ,$151.77 ,$280.81 ,$188.07 ,$181.02 
$16.37 ,$87.96 ,$71.32 ,$80.29 ,$159.63 ,$175.47 ,$217.79 ,$38.51 ,$268.87 ,$102.67 ,$353.09 ,$132.70 ,$27.65 ,$42.68 ,$597.72 ,$172.53 ,$150.59 ,$286.36 ,$200.42 ,$183.55 
$16.11 ,$87.76 ,$72.21 ,$79.56 ,$157.65 ,$172.90 ,$215.70 ,$38.24 ,$261.03 ,$101.56 ,$351.48 ,$132.84 ,$26.78 ,$43.43 ,$597.62 ,$171.83 ,$150.10 ,$285.30 ,$217.31 ,$185.98 
$15.54 ,$88.55 ,$72.69 ,$78.22 ,$155.88 ,$170.42 ,$213.17 ,$36.65 ,$258.96 ,$103.47 ,$339.55 ,$130.76 ,$26.88 ,$43.68 ,$586.50 ,$173.89 ,$146.18 ,$280.52 ,$210.77 ,$179.85 
$15.63 ,$87.83 ,$72.47 ,$79.45 ,$157.08 ,$171.90 ,$212.79 ,$36.96 ,$259.21 ,$101.37 ,$331.07 ,$132.96 ,$26.61 ,$43.25 ,$573.85 ,$171.59 ,$147.38 ,$279.83 ,$210.18 ,$181.94 
$14.84 ,$86.81 ,$72.46 ,$79.75 ,$157.22 ,$173 ,$213.27 ,$36.25 ,$258.99 ,$100.23 ,$324.75 ,$134.85 ,$26.57 ,$42.57 ,$592.54 ,$171.67 ,$148.66 ,$287.62 ,$214.99 ,$182.87 
$14.43 ,$85.60 ,$71.44 ,$79.33 ,$153.23 ,$173.30 ,$211.40 ,$35.03 ,$254.82 ,$100 ,$318.80 ,$131.44 ,$26.27 ,$41.53 ,$585.07 ,$169.01 ,$148.58 ,$282.06 ,$214.14 ,$176.28 
$14.28 ,$83.85 ,$70.39 ,$79.76 ,$154.29 ,$172.60 ,$214.75 ,$35.04 ,$254.12 ,$97.98 ,$316.03 ,$130.42 ,$25.22 ,$41.33 ,$580.61 ,$165.56 ,$150.12 ,$285.26 ,$216.46 ,$175.03 
$14.17 ,$86.84 ,$72.03 ,$80.94 ,$157.41 ,$173.13 ,$216.98 ,$35.95 ,$257.90 ,$103.05 ,$317.05 ,$132.84 ,$25.90 ,$42.55 ,$587 ,$169.93 ,$149.81 ,$296.97 ,$222.33 ,$175.20 
$14.18 ,$85.05 ,$71.73 ,$81.54 ,$156.54 ,$172.55 ,$216.15 ,$36.11 ,$255.13 ,$99.96 ,$320.92 ,$133.28 ,$24.93 ,$40.97 ,$603.05 ,$167.10 ,$149.95 ,$301.37 ,$222.95 ,$177.97 
$13.56 ,$83.65 ,$71.70 ,$82.12 ,$154.99 ,$172.39 ,$219.01 ,$37 ,$249.61 ,$97.54 ,$325.47 ,$133.71 ,$24.42 ,$40.78 ,$602 ,$164.81 ,$150.30 ,$299.50 ,$223.30 ,$178.72 
$13.77 ,$82.73 ,$71.57 ,$82.94 ,$151.47 ,$169.50 ,$226.09 ,$37.83 ,$245.09 ,$98.05 ,$342.22 ,$131.96 ,$24.80 ,$40.46 ,$614.12 ,$163.36 ,$148.90 ,$310.88 ,$231.84 ,$182.65 
$13.91 ,$83.16 ,$73.06 ,$84.07 ,$151.04 ,$169.32 ,$227.74 ,$39.93 ,$242.26 ,$100.55 ,$349.90 ,$132.59 ,$25.68 ,$41.55 ,$634.85 ,$164.37 ,$149.53 ,$314.97 ,$233.89 ,$191.18 
$14.13 ,$83.12 ,$73.54 ,$82.01 ,$151.01 ,$169.76 ,$226.36 ,$39.52 ,$246.25 ,$100.58 ,$354 ,$130.76 ,$25.75 ,$41.69 ,$626.98 ,$164.22 ,$149.69 ,$309.42 ,$224.85 ,$190.76 
$13.95 ,$82.59 ,$71.64 ,$82.73 ,$148.92 ,$167.38 ,$221.77 ,$38.87 ,$239.61 ,$100 ,$355.21 ,$128.35 ,$25.11 ,$41.31 ,$629.68 ,$162.83 ,$148.88 ,$308.31 ,$222.36 ,$191.50 
$14.07 ,$83.78 ,$72.45 ,$83.36 ,$149.87 ,$167.96 ,$223.95 ,$39.65 ,$245.83 ,$101.10 ,$359.19 ,$128.61 ,$25.50 ,$42.21 ,$631.09 ,$165.48 ,$151.43 ,$313.86 ,$227.85 ,$194.91 
$14.16 ,$82.37 ,$70.14 ,$84.29 ,$147.23 ,$168.19 ,$228.12 ,$40 ,$243.34 ,$100.69 ,$365.20 ,$128.43 ,$25 ,$42.63 ,$641.47 ,$164.32 ,$152.08 ,$315.41 ,$229.86 ,$193.80 
$14.29 ,$82.81 ,$70.10 ,$83.60 ,$146 ,$165.73 ,$220.77 ,$38.89 ,$243.66 ,$103.50 ,$363.40 ,$126.49 ,$25.29 ,$41.73 ,$632.88 ,$166.35 ,$149.47 ,$310.70 ,$223.59 ,$188.16 
$14.41 ,$85.20 ,$69.87 ,$81.73 ,$143.45 ,$165.24 ,$218.43 ,$39.20 ,$243.58 ,$107.50 ,$363.67 ,$124.29 ,$26.04 ,$43.68 ,$628.87 ,$169.31 ,$150.46 ,$303.68 ,$221.82 ,$188.95 
$14.38 ,$83.38 ,$68.88 ,$82.24 ,$142.83 ,$164.47 ,$217.31 ,$39.73 ,$242.10 ,$104.54 ,$358.98 ,$125.69 ,$25.53 ,$42.64 ,$626.43 ,$166.30 ,$148.98 ,$304.10 ,$219.57 ,$189.05 
$14.23 ,$83.13 ,$67.66 ,$80.39 ,$141.95 ,$163.48 ,$214.68 ,$38.17 ,$238.50 ,$104.37 ,$354.43 ,$124.83 ,$25.58 ,$42.41 ,$599.38 ,$165.86 ,$147.68 ,$299.49 ,$213.46 ,$186.04 
$14.19 ,$81.84 ,$65.87 ,$81.80 ,$143.80 ,$164.34 ,$218.47 ,$39.02 ,$243.53 ,$101.77 ,$356.36 ,$125.69 ,$24.66 ,$41.20 ,$611.34 ,$164.09 ,$149.94 ,$304.06 ,$216.65 ,$191.04 
$14.51 ,$82.20 ,$66.44 ,$80.96 ,$144.23 ,$162.56 ,$217.04 ,$38.69 ,$243.51 ,$102.76 ,$347.80 ,$125.97 ,$25.05 ,$41.19 ,$601.29 ,$164.64 ,$148.58 ,$299.16 ,$211.49 ,$185.90 
$14.38 ,$78.67 ,$63.80 ,$81.68 ,$145.44 ,$162.79 ,$219.11 ,$38.96 ,$241.16 ,$99.60 ,$346.24 ,$127.18 ,$23.08 ,$39.73 ,$610.41 ,$161.73 ,$148.32 ,$300.43 ,$216.49 ,$192.83 
$14.03 ,$78.98 ,$62.97 ,$80.60 ,$145.01 ,$160.94 ,$213.45 ,$37.37 ,$242.39 ,$98.83 ,$346.77 ,$128.95 ,$23.07 ,$39.51 ,$602.67 ,$160.44 ,$147.69 ,$295.22 ,$207.84 ,$190.19 
$13.86 ,$76.93 ,$61.99 ,$79.96 ,$145.35 ,$159.70 ,$211.87 ,$36.54 ,$237.50 ,$94.82 ,$337.56 ,$127.76 ,$21.59 ,$37.88 ,$607.12 ,$157.71 ,$145.51 ,$294.39 ,$203.63 ,$188.99 
$13.84 ,$77.22 ,$60.08 ,$80.60 ,$145.78 ,$159 ,$206.14 ,$32.66 ,$233.08 ,$95.05 ,$328.35 ,$126.28 ,$21.65 ,$39.26 ,$592.76 ,$158.28 ,$144.31 ,$287.15 ,$192.03 ,$179.89 
$14.35 ,$81.88 ,$60.73 ,$77.07 ,$144.05 ,$155.89 ,$200.33 ,$32.09 ,$226.20 ,$96.55 ,$320.26 ,$124.07 ,$22.18 ,$41.55 ,$567.80 ,$166.72 ,$143.48 ,$276.44 ,$186.63 ,$175.52 
$14.53 ,$84.92 ,$63.57 ,$77.82 ,$142.07 ,$153.73 ,$196.71 ,$36.42 ,$226.86 ,$98.41 ,$322.75 ,$124.57 ,$23.17 ,$42.90 ,$577.85 ,$170.90 ,$140.96 ,$280.07 ,$187.61 ,$176.23 
$14.19 ,$85.36 ,$66.04 ,$76.65 ,$142.63 ,$154.51 ,$197.97 ,$38.60 ,$229.46 ,$99.72 ,$321.25 ,$123.54 ,$23.88 ,$43.40 ,$587.73 ,$170.82 ,$143.93 ,$285.59 ,$195.21 ,$178.39 
$13.54 ,$82.79 ,$64.77 ,$76.10 ,$139.46 ,$157.40 ,$199.76 ,$38.77 ,$231.26 ,$96.21 ,$315.79 ,$121.96 ,$23.40 ,$42.56 ,$597.02 ,$166.27 ,$146.60 ,$288.50 ,$198.50 ,$178.56 
$12.99 ,$87.78 ,$64.52 ,$73.33 ,$138.74 ,$157.87 ,$191.71 ,$37 ,$229.10 ,$98.80 ,$310.68 ,$119.28 ,$24.09 ,$45.08 ,$575.95 ,$170.53 ,$145.40 ,$275.85 ,$190.29 ,$173.80 
$12.65 ,$87.12 ,$67.14 ,$74.32 ,$141.67 ,$162.45 ,$190.70 ,$36.10 ,$237.85 ,$101.27 ,$298.24 ,$122.31 ,$24.33 ,$42.10 ,$570.70 ,$162.04 ,$143.28 ,$278.91 ,$187.47 ,$169.17 
$12.90 ,$84.09 ,$67.81 ,$76.49 ,$142.82 ,$165.75 ,$200.29 ,$40.80 ,$241.63 ,$100.27 ,$316.51 ,$123.23 ,$23.81 ,$38.94 ,$595.99 ,$158.65 ,$146.73 ,$289.86 ,$200.06 ,$180.84 
$13.23 ,$81.04 ,$67.70 ,$78.25 ,$139.29 ,$163.27 ,$207.23 ,$42.37 ,$237.81 ,$97.41 ,$328.64 ,$123.92 ,$22.89 ,$38.52 ,$578.60 ,$156.22 ,$148.30 ,$295.92 ,$202.97 ,$188.85 
$13.29 ,$80.53 ,$66.74 ,$78.28 ,$136.16 ,$164.52 ,$208.48 ,$44.40 ,$240.51 ,$98.04 ,$326.31 ,$125.61 ,$23 ,$39.24 ,$585.78 ,$154.14 ,$147.22 ,$300.19 ,$208.11 ,$197.81 
$13.06 ,$79.17 ,$63.53 ,$76.01 ,$135.99 ,$162.27 ,$208.97 ,$40.30 ,$237.10 ,$96.96 ,$313.04 ,$123.13 ,$22.89 ,$37.67 ,$570.12 ,$149.72 ,$144.75 ,$294.95 ,$203.49 ,$194.91 
$13.37 ,$78.42 ,$62.87 ,$75.97 ,$135.16 ,$163.74 ,$216.12 ,$42.86 ,$237.78 ,$94.86 ,$321.62 ,$123.21 ,$22.56 ,$39.24 ,$587.44 ,$144 ,$148.65 ,$298.79 ,$211.03 ,$205.34 
$13.35 ,$77.84 ,$62.19 ,$76.35 ,$136.38 ,$168.38 ,$219.27 ,$44.52 ,$232.84 ,$91.27 ,$316.31 ,$125.46 ,$21.88 ,$39.45 ,$588.01 ,$140.38 ,$150.51 ,$297.31 ,$210.48 ,$201.48 
$13.11 ,$75.80 ,$58.89 ,$74.81 ,$134.53 ,$163.79 ,$217.30 ,$43.58 ,$224.43 ,$87.73 ,$308.32 ,$123.66 ,$21.43 ,$38.32 ,$580 ,$134.85 ,$143.70 ,$294.59 ,$207.60 ,$198.43 
$13.17 ,$76.77 ,$63.77 ,$72.47 ,$135.05 ,$166.69 ,$215.95 ,$45.15 ,$225.09 ,$88.23 ,$299.20 ,$121.44 ,$21.74 ,$39.74 ,$565.19 ,$135.55 ,$144.38 ,$280.27 ,$198.45 ,$196.42 
$13.54 ,$76.46 ,$63.75 ,$74.12 ,$136.45 ,$168.35 ,$221.32 ,$45.42 ,$227.73 ,$87.83 ,$312.32 ,$123.51 ,$21.60 ,$39.55 ,$577.46 ,$132.40 ,$146.75 ,$287.72 ,$202.08 ,$198.74 
$13.13 ,$77.36 ,$64.30 ,$74.57 ,$137.99 ,$167.71 ,$222.69 ,$47.12 ,$228.65 ,$89.63 ,$311.82 ,$123.98 ,$21.87 ,$40.21 ,$579.99 ,$133.42 ,$147.62 ,$287.93 ,$206.16 ,$209.03 
$13.25 ,$78.23 ,$62.99 ,$75.53 ,$138.88 ,$166.75 ,$224.61 ,$47.06 ,$227.11 ,$91.16 ,$314.21 ,$124.55 ,$21.89 ,$41.11 ,$579 ,$133.61 ,$148.64 ,$290.73 ,$207.71 ,$213.58 
$12.95 ,$78.35 ,$63.74 ,$79.19 ,$133.53 ,$166.30 ,$228.82 ,$47.61 ,$229 ,$90.21 ,$325.12 ,$127.46 ,$21.07 ,$41.69 ,$597.21 ,$134.30 ,$155.63 ,$299.50 ,$216.54 ,$218.93 
$12.85 ,$77.99 ,$62.62 ,$79.77 ,$134.37 ,$165.96 ,$227.82 ,$47.76 ,$228.41 ,$89.68 ,$322.87 ,$127.03 ,$20.54 ,$40.09 ,$602.77 ,$134.26 ,$157.34 ,$300.47 ,$221 ,$217.73 
$12.47 ,$78.98 ,$63.30 ,$78.95 ,$133.95 ,$166.70 ,$225.34 ,$46.21 ,$225.24 ,$91.55 ,$313.25 ,$125.51 ,$21.21 ,$39.30 ,$578.58 ,$136.67 ,$158.01 ,$295 ,$217.70 ,$210.04 
$12.56 ,$80.21 ,$63.91 ,$79.75 ,$135.33 ,$168.58 ,$224.69 ,$45.16 ,$227.50 ,$93.52 ,$312.91 ,$124.48 ,$22.21 ,$40.62 ,$573.42 ,$138.81 ,$159.54 ,$295.04 ,$219.55 ,$212.30 
$12.44 ,$78.24 ,$64.86 ,$81.85 ,$136.08 ,$168.37 ,$225.59 ,$46.65 ,$230.27 ,$91.91 ,$325.68 ,$125.13 ,$21.41 ,$39.17 ,$591.36 ,$136.04 ,$159.74 ,$302.38 ,$228.07 ,$218.75 
$12.38 ,$79 ,$63.90 ,$83.45 ,$137.69 ,$171.94 ,$230.87 ,$46.71 ,$232.38 ,$92.95 ,$334.19 ,$128.08 ,$21.53 ,$39.40 ,$611.34 ,$137.79 ,$163.64 ,$311.21 ,$232 ,$215.86 
$12.53 ,$80.26 ,$64.14 ,$80.79 ,$137.99 ,$172.02 ,$227.94 ,$45.75 ,$231.77 ,$91.33 ,$323.39 ,$125.44 ,$21.11 ,$38.90 ,$600.22 ,$136.44 ,$162.41 ,$304.56 ,$220.18 ,$213.27 
